UPID	Gene	Molecular weight (Da)	GALACTOSE	ACETATE	PYRUVATE	GLYCEROL	FRUCTOSE	SUCCINATE	GLUCOSE	Annotated functional COG group (description)	Description	Annotated functional COG class	Annotated functional COG groups (letter)
P39407	yjjU	39788.53077	1	3	0	2	NA	2	4	General function prediction only	Uncharacterized protein yjjU OS=Escherichia coli (strain K12) GN=yjjU PE=3 SV=1	POORLY CHARACTERIZED	R
P76223	ynjB	42799.84579	10	12	12	13	13	10	17	General function prediction only	Protein ynjB OS=Escherichia coli (strain K12) GN=ynjB PE=1 SV=2	POORLY CHARACTERIZED	R
P64493	yoaF	8918.50923	2	2	0	4	NA	0	6	General function prediction only	Uncharacterized protein yoaF OS=Escherichia coli (strain K12) GN=yoaF PE=4 SV=1	POORLY CHARACTERIZED	R
P76344	zinT	24728.12029	0	1	0	2	0	0	27	General function prediction only	Metal-binding protein ZinT OS=Escherichia coli (strain K12) GN=zinT PE=1 SV=1	POORLY CHARACTERIZED	R
P21369	pncA	23329.25303	8	51	27	42	30	7	34	Secondary metabolites biosynthesis, transport and catabolism	Pyrazinamidase/nicotinamidase OS=Escherichia coli (strain K12) GN=pncA PE=3 SV=1	METABOLISM	Q
P76078	paaB	10917.31304	0	0	0	0	0	0	0	Secondary metabolites biosynthesis, transport and catabolism	Phenylacetic acid degradation protein paaB OS=Escherichia coli (strain K12) GN=paaB PE=2 SV=1	METABOLISM	Q
P37610	tauD	32371.59819	0	1	2	0	NA	1	2	Secondary metabolites biosynthesis, transport and catabolism	Alpha-ketoglutarate-dependent taurine dioxygenase OS=Escherichia coli (strain K12) GN=tauD PE=1 SV=3	METABOLISM	Q
P69681	amtB	44467.44027	5	0	1	2	11	2	53	Inorganic ion transport and metabolism	Ammonia channel OS=Escherichia coli (strain K12) GN=amtB PE=1 SV=1	METABOLISM	P
P62672	apaG	13840.01621	18	20	16	14	10	12	13	Inorganic ion transport and metabolism	Protein ApaG OS=Escherichia coli (strain K12) GN=apaG PE=3 SV=1	METABOLISM	P
P31801	chaA	39125.07236	11	13	31	31	55	19	43	Inorganic ion transport and metabolism	Calcium/proton antiporter OS=Escherichia coli (strain K12) GN=chaA PE=1 SV=1	METABOLISM	P
P0AEL3	feoA	8347.49547	0	0	0	0	0	0	0	Inorganic ion transport and metabolism	Ferrous iron transport protein A OS=Escherichia coli (strain K12) GN=feoA PE=1 SV=1	METABOLISM	P
P0A6V5	glpE	12056.61516	1	5	7	15	1	2	13	Inorganic ion transport and metabolism	Thiosulfate sulfurtransferase glpE OS=Escherichia coli (strain K12) GN=glpE PE=1 SV=1	METABOLISM	P
P0AFA7	nhaB	56673.40997	4	0	1	0	4	8	0	Inorganic ion transport and metabolism	Na(+)/H(+) antiporter nhaB OS=Escherichia coli (strain K12) GN=nhaB PE=1 SV=1	METABOLISM	P
P0AB96	arsC	15825.29134	2	1	10	15	8	0	2	Inorganic ion transport and metabolism	Arsenate reductase OS=Escherichia coli (strain K12) GN=arsC PE=3 SV=1	METABOLISM	P
P76007	cvrA	62227.45021	1	2	1	4	0	0	2	Inorganic ion transport and metabolism	Cell volume regulation protein A OS=Escherichia coli (strain K12) GN=cvrA PE=3 SV=2	METABOLISM	P
P0ACX9	ydiE	7094.82028	2	1	1	1	6	0	1	Inorganic ion transport and metabolism	Uncharacterized protein ydiE OS=Escherichia coli (strain K12) GN=ydiE PE=4 SV=1	METABOLISM	P
P64488	yeaR	13584.79585	2	2	3	3	2	3	2	Inorganic ion transport and metabolism	Uncharacterized protein yeaR OS=Escherichia coli (strain K12) GN=yeaR PE=1 SV=1	METABOLISM	P
P23485	fecR	35492.42604	1	1	3	3	NA	1	3	Inorganic ion transport and metabolism	Protein fecR OS=Escherichia coli (strain K12) GN=fecR PE=4 SV=1	METABOLISM	PT
P31680	djlA	30541.54864	30	2	22	38	46	28	1	Posttranslational modification, protein turnover, chaperones	DnaJ-like protein djlA OS=Escherichia coli (strain K12) GN=djlA PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	O
P68688	grxA	9660.76081	65	139	83	28	129	94	142	Posttranslational modification, protein turnover, chaperones	Glutaredoxin-1 OS=Escherichia coli (strain K12) GN=grxA PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	O
P63284	clpB	95507.92428	0	0	0	0	0	0	0	Posttranslational modification, protein turnover, chaperones	Isoform ClpB-3 of Chaperone protein ClpB OS=Escherichia coli (strain K12) GN=clpB	CELLULAR PROCESSES AND SIGNALING	O
P77526	yfcG	24482.57638	43	34	13	26	17	29	20	Posttranslational modification, protein turnover, chaperones	Probable disulfide bond reductase yfcG OS=Escherichia coli (strain K12) GN=yfcG PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	O
P33014	yeeD	8125.05516	2951	4549	4248	4407	3238	3484	3407	Posttranslational modification, protein turnover, chaperones	UPF0033 protein yeeD OS=Escherichia coli (strain K12) GN=yeeD PE=3 SV=1	CELLULAR PROCESSES AND SIGNALING	O
P05704	trg	58844.23824	0	0	0	0	1	1	0	Cell motility	Methyl-accepting chemotaxis protein III OS=Escherichia coli (strain K12) GN=trg PE=1 SV=3	CELLULAR PROCESSES AND SIGNALING	NT
P25798	fliF	60534.19533	0	0	0	0	0	0	0	Cell motility	Flagellar M-ring protein OS=Escherichia coli (strain K12) GN=fliF PE=1 SV=3	CELLULAR PROCESSES AND SIGNALING	NU
P52613	fliJ	17277.71067	2	15	15	10	1	2	15	Cell motility	Flagellar fliJ protein OS=Escherichia coli (strain K12) GN=fliJ PE=3 SV=2	CELLULAR PROCESSES AND SIGNALING	NUO
P0A9H9	cheZ	23942.97338	0	0	0	0	NA	2	2	Cell motility	Protein phosphatase CheZ OS=Escherichia coli (strain K12) GN=cheZ PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	NT
P31697	fimC	26653.86317	0	1	0	0	0	1	0	Cell motility	Chaperone protein fimC OS=Escherichia coli (strain K12) GN=fimC PE=1 SV=3	CELLULAR PROCESSES AND SIGNALING	NU
P63883	amiC	45588.06117	0	0	0	0	0	0	0	Cell wall/membrane/envelope biogenesis	N-acetylmuramoyl-L-alanine amidase AmiC OS=Escherichia coli (strain K12) GN=amiC PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	M
P60955	lgt	33068.23984	0	4	2	4	5	1	7	Cell wall/membrane/envelope biogenesis	Prolipoprotein diacylglyceryl transferase OS=Escherichia coli (strain K12) GN=lgt PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	M
P27300	lpxK	35548.81356	5	4	6	7	9	6	14	Cell wall/membrane/envelope biogenesis	Tetraacyldisaccharide 4'-kinase OS=Escherichia coli (strain K12) GN=lpxK PE=1 SV=2	CELLULAR PROCESSES AND SIGNALING	M
P0C0T5	mepA	30099.43575	0	1	2	2	1	2	7	Cell wall/membrane/envelope biogenesis	Penicillin-insensitive murein endopeptidase OS=Escherichia coli (strain K12) GN=mepA PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	M
P41052	mltB	40212.24573	22	14	27	23	13	26	33	Cell wall/membrane/envelope biogenesis	Membrane-bound lytic murein transglycosylase B OS=Escherichia coli (strain K12) GN=mltB PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	M
P0C066	mltC	40069.49319	29	1	1	1	39	33	0	Cell wall/membrane/envelope biogenesis	Membrane-bound lytic murein transglycosylase C OS=Escherichia coli (strain K12) GN=mltC PE=2 SV=1	CELLULAR PROCESSES AND SIGNALING	M
P0AD65	mrdA	70794.43784	3	7	6	6	12	6	7	Cell wall/membrane/envelope biogenesis	Penicillin-binding protein 2 OS=Escherichia coli (strain K12) GN=mrdA PE=3 SV=1	CELLULAR PROCESSES AND SIGNALING	M
P0AFI5	pbpG	33847.68281	0	0	0	0	0	0	0	Cell wall/membrane/envelope biogenesis	D-alanyl-D-alanine endopeptidase OS=Escherichia coli (strain K12) GN=pbpG PE=1 SV=2	CELLULAR PROCESSES AND SIGNALING	M
P27243	rfaL	46829.57412	9	2	3	4	8	5	8	Cell wall/membrane/envelope biogenesis	O-antigen ligase OS=Escherichia coli (strain K12) GN=rfaL PE=1 SV=2	CELLULAR PROCESSES AND SIGNALING	M
P07021	yfiB	17215.72613	2	2	1	2	2	6	4	Cell wall/membrane/envelope biogenesis	Putative lipoprotein yfiB OS=Escherichia coli (strain K12) GN=yfiB PE=3 SV=2	CELLULAR PROCESSES AND SIGNALING	M
P03813	ygeA	25213.74597	4	14	39	45	6	6	4	Cell wall/membrane/envelope biogenesis	Uncharacterized protein YgeA OS=Escherichia coli (strain K12) GN=ygeA PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	M
Q46798	ygeR	26529.88379	2	2	2	2	2	2	2	Cell wall/membrane/envelope biogenesis	Uncharacterized lipoprotein ygeR OS=Escherichia coli (strain K12) GN=ygeR PE=4 SV=2	CELLULAR PROCESSES AND SIGNALING	M
P0AEA2	csgG	30519.85663	4	16	4	8	NA	3	27	Cell wall/membrane/envelope biogenesis	Curli production assembly/transport component CsgG OS=Escherichia coli (strain K12) GN=csgG PE=3 SV=1	CELLULAR PROCESSES AND SIGNALING	M
P0C960	emtA	22194.43952	105	68	104	118	152	212	170	Cell wall/membrane/envelope biogenesis	Endo-type membrane-bound lytic murein transglycosylase A OS=Escherichia coli (strain K12) GN=emtA PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	M
P0AC00	frlB	38526.41732	0	1	0	2	NA	0	1	Cell wall/membrane/envelope biogenesis	Fructoselysine 6-phosphate deglycase OS=Escherichia coli (strain K12) GN=frlB PE=4 SV=1	CELLULAR PROCESSES AND SIGNALING	M
P75958	lolE	45297.15927	1	1	3	3	3	2	2	Cell wall/membrane/envelope biogenesis	Lipoprotein-releasing system transmembrane protein lolE OS=Escherichia coli (strain K12) GN=lolE PE=1 SV=3	CELLULAR PROCESSES AND SIGNALING	M
P46022	mtgA	27306.27102	0	0	0	1	NA	1	0	Cell wall/membrane/envelope biogenesis	Monofunctional biosynthetic peptidoglycan transglycosylase OS=Escherichia coli (strain K12) GN=mtgA PE=3 SV=1	CELLULAR PROCESSES AND SIGNALING	M
P0AEB5	ynaI	38711.59081	2	3	4	2	3	4	2	Cell wall/membrane/envelope biogenesis	MscS family inner membrane protein ynaI OS=Escherichia coli (strain K12) GN=ynaI PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	M
P75822	ybjT	53655.27385	1	2	3	1	3	1	2	Cell wall/membrane/envelope biogenesis	Uncharacterized protein ybjT OS=Escherichia coli (strain K12) GN=ybjT PE=4 SV=2	CELLULAR PROCESSES AND SIGNALING	MG
P45469	yraR	23164.99638	26	10	8	8	9	18	8	Cell wall/membrane/envelope biogenesis	Uncharacterized protein yraR OS=Escherichia coli (strain K12) GN=yraR PE=4 SV=2	CELLULAR PROCESSES AND SIGNALING	MG
P38104	rspA	45920.60727	14	0	0	1	3	3	1	Cell wall/membrane/envelope biogenesis	Starvation-sensing protein rspA OS=Escherichia coli (strain K12) GN=rspA PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	MR
P27242	waaU	41684.92104	1	2	3	4	4	3	3	Cell wall/membrane/envelope biogenesis	Lipopolysaccharide 1,2-N-acetylglucosaminetransferase OS=Escherichia coli (strain K12) GN=waaU PE=4 SV=2	CELLULAR PROCESSES AND SIGNALING	M
P76387	wzc	79275.62271	0	0	0	0	0	0	0	Cell wall/membrane/envelope biogenesis	Tyrosine-protein kinase wzc OS=Escherichia coli (strain K12) GN=wzc PE=1 SV=2	CELLULAR PROCESSES AND SIGNALING	M
P76190	ydhO	29879.89815	1	0	1	0	NA	1	0	Cell wall/membrane/envelope biogenesis	Uncharacterized protein ydhO OS=Escherichia coli (strain K12) GN=ydhO PE=3 SV=1	CELLULAR PROCESSES AND SIGNALING	M
P76206	ydiY	27572.14186	1	0	0	4	NA	0	2	Cell wall/membrane/envelope biogenesis	Uncharacterized protein ydiY OS=Escherichia coli (strain K12) GN=ydiY PE=4 SV=1	CELLULAR PROCESSES AND SIGNALING	M
P0AES2	gudD	49091.57737	1	1	2	1	1	1	1	Cell wall/membrane/envelope biogenesis	Glucarate dehydratase OS=Escherichia coli (strain K12) GN=gudD PE=1 SV=2	CELLULAR PROCESSES AND SIGNALING	MR
P28631	holB	36895.11788	15	8	10	9	10	6	15	Replication, recombination and repair	DNA polymerase III subunit delta' OS=Escherichia coli (strain K12) GN=holB PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	L
P71298	intF	53023.10859	0	0	1	2	0	0	0	Replication, recombination and repair	Putative prophage CP4-6 integrase OS=Escherichia coli (strain K12) GN=intF PE=3 SV=1	INFORMATION STORAGE AND PROCESSING	L
P05523	mutM	30252.88552	0	0	0	0	0	0	3	Replication, recombination and repair	Formamidopyrimidine-DNA glycosylase OS=Escherichia coli (strain K12) GN=mutM PE=1 SV=3	INFORMATION STORAGE AND PROCESSING	L
P17802	mutY	39105.98291	1	1	1	2	3	2	3	Replication, recombination and repair	A/G-specific adenine glycosylase OS=Escherichia coli (strain K12) GN=mutY PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	L
P50465	nei	29808.48926	1	0	0	0	4	1	0	Replication, recombination and repair	Endonuclease 8 OS=Escherichia coli (strain K12) GN=nei PE=1 SV=3	INFORMATION STORAGE AND PROCESSING	L
P68739	nfi	24638.84252	14	14	6	11	5	9	8	Replication, recombination and repair	Endonuclease V OS=Escherichia coli (strain K12) GN=nfi PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	L
P0AB83	nth	23529.40171	5	6	7	8	8	11	11	Replication, recombination and repair	Endonuclease III OS=Escherichia coli (strain K12) GN=nth PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	L
P07013	priB	11416.79899	7	0	7	9	9	8	9	Replication, recombination and repair	Primosomal replication protein n OS=Escherichia coli (strain K12) GN=priB PE=1 SV=3	INFORMATION STORAGE AND PROCESSING	L
P23862	priC	20344.80503	9	11	11	16	15	11	16	Replication, recombination and repair	Primosomal replication protein N'' OS=Escherichia coli (strain K12) GN=priC PE=1 SV=3	INFORMATION STORAGE AND PROCESSING	L
P07648	recC	128747.9472	1	1	1	1	2	1	1	Replication, recombination and repair	Exodeoxyribonuclease V gamma chain OS=Escherichia coli (strain K12) GN=recC PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	L
Q2A0K9	sbcB	53429.92251	1	0	1	2	0	3	0	Replication, recombination and repair	Exodeoxyribonuclease I OS=Escherichia coli (strain K12) GN=sbcB PE=4 SV=1	INFORMATION STORAGE AND PROCESSING	L
P0AG76	sbcD	44667.82748	0	18	7	2	2	1	11	Replication, recombination and repair	Nuclease sbcCD subunit D OS=Escherichia coli (strain K12) GN=sbcD PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	L
P14294	topB	73153.04607	0	1	0	1	1	1	0	Replication, recombination and repair	DNA topoisomerase 3 OS=Escherichia coli (strain K12) GN=topB PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	L
P0A8P6	xerC	33828.69989	8	9	16	15	21	22	16	Replication, recombination and repair	Tyrosine recombinase xerC OS=Escherichia coli (strain K12) GN=xerC PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	L
P0A8P8	xerD	34207.09259	4	6	5	8	1	11	10	Replication, recombination and repair	Tyrosine recombinase xerD OS=Escherichia coli (strain K12) GN=xerD PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	L
P75828	ybjD	63531.18749	0	1	0	0	0	0	0	Replication, recombination and repair	Uncharacterized protein ybjD OS=Escherichia coli (strain K12) GN=ybjD PE=4 SV=1	INFORMATION STORAGE AND PROCESSING	L
P05050	alkB	24042.146	2	2	5	5	NA	4	13	Replication, recombination and repair	Alpha-ketoglutarate-dependent dioxygenase AlkB OS=Escherichia coli (strain K12) GN=alkB PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	L
P28905	holC	16604.45096	3	2	1	1	0	1	4	Replication, recombination and repair	DNA polymerase III subunit chi OS=Escherichia coli (strain K12) GN=holC PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	L
D4HZR9	ygbT	32800.6034	2	2	2	2	2	6	2	Replication, recombination and repair	Uncharacterized protein ygbT OS=Erwinia amylovora (strain CFBP1430) GN=ygbT PE=4 SV=1	INFORMATION STORAGE AND PROCESSING	L
P24230	recG	76364.17226	0	2	3	2	0	0	3	Replication, recombination and repair	ATP-dependent DNA helicase recG OS=Escherichia coli (strain K12) GN=recG PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	LK
P0AAR8	ybaV	12677.66981	8	10	1	14	NA	37	41	Replication, recombination and repair	Uncharacterized protein ybaV OS=Escherichia coli (strain K12) GN=ybaV PE=4 SV=1	INFORMATION STORAGE AND PROCESSING	L
P75952	comR	23328.58824	0	1	2	1	1	1	2	Transcription	Uncharacterized HTH-type transcriptional regulator ycfQ OS=Escherichia coli (strain K12) GN=ycfQ PE=4 SV=2	INFORMATION STORAGE AND PROCESSING	K
P0ACS9	acrR	24732.72124	7	9	15	18	0	0	21	Transcription	HTH-type transcriptional regulator AcrR OS=Escherichia coli (strain K12) GN=acrR PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	K
P0A6D0	argR	16965.84566	436	418	884	537	605	651	648	Transcription	Arginine repressor OS=Escherichia coli (strain K12) GN=argR PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	K
Q47083	cbl	35815.80719	8	5	5	9	27	18	43	Transcription	HTH-type transcriptional regulator cbl OS=Escherichia coli (strain K12) GN=cbl PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	K
P06966	dicA	15628.36252	13	21	14	12	1	9	20	Transcription	HTH-type transcriptional regulator dicA OS=Escherichia coli (strain K12) GN=dicA PE=4 SV=1	INFORMATION STORAGE AND PROCESSING	K
P0AFW0	rfaH	18310.62435	39	47	39	36	37	47	56	Transcription	Transcriptional activator rfaH OS=Escherichia coli (strain K12) GN=rfaH PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	K
P0ACS7	rpiR	32323.62427	41	26	23	22	28	33	58	Transcription	HTH-type transcriptional regulator rpiR OS=Escherichia coli (strain K12) GN=rpiR PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	K
P0ACS2	soxR	17121.0724	14	0	2	0	0	16	1	Transcription	Redox-sensitive transcriptional activator soxR OS=Escherichia coli (strain K12) GN=soxR PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	K
P36673	treR	34490.8725	9	4	6	5	8	9	5	Transcription	HTH-type transcriptional regulator treR OS=Escherichia coli (strain K12) GN=treR PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	K
P39161	uxuR	29271.79279	13	9	10	10	28	22	8	Transcription	Uxu operon transcriptional regulator OS=Escherichia coli (strain K12) GN=uxuR PE=4 SV=1	INFORMATION STORAGE AND PROCESSING	K
P75989	ycgE	28228.59956	2	2	2	2	2	2	2	Transcription	HTH-type transcriptional repressor YcgE OS=Escherichia coli (strain K12) GN=ycgE PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	K
P77615	ycjW	36093.66433	32	35	38	30	44	45	29	Transcription	Uncharacterized HTH-type transcriptional regulator ycjW OS=Escherichia coli (strain K12) GN=ycjW PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	K
P67660	yhaJ	33217.50249	3	3	3	6	6	3	5	Transcription	Uncharacterized HTH-type transcriptional regulator yhaJ OS=Escherichia coli (strain K12) GN=yhaJ PE=4 SV=1	INFORMATION STORAGE AND PROCESSING	K
P36995	cspB	7693.84414	11	9	20	2	NA	22	2	Transcription	Cold shock-like protein CspB OS=Escherichia coli (strain K12) GN=cspB PE=2 SV=1	INFORMATION STORAGE AND PROCESSING	K
P0A978	cspG	7757.84628	19	29	3	26	NA	23	46	Transcription	Cold shock-like protein CspG OS=Escherichia coli (strain K12) GN=cspG PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	K
P0A9G4	cueR	15207.58712	59	53	37	47	21	52	49	Transcription	HTH-type transcriptional regulator CueR OS=Escherichia coli (strain K12) GN=cueR PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	K
Q47129	feaR	34580.44395	0	0	0	0	NA	4	4	Transcription	Transcriptional activator feaR OS=Escherichia coli (strain K12) GN=feaR PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	K
P64638	feoC	8636.31113	1	3	10	10	NA	10	4	Transcription	Ferrous iron transport protein C OS=Escherichia coli (strain K12) GN=feoC PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	K
P30128	greB	18497.54848	5	1	4	1	2	6	1	Transcription	Transcription elongation factor greB OS=Escherichia coli (strain K12) GN=greB PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	K
P05827	ilvY	33165.28966	6	2	0	4	NA	1	8	Transcription	HTH-type transcriptional regulator ilvY OS=Escherichia coli (strain K12) GN=ilvY PE=4 SV=1	INFORMATION STORAGE AND PROCESSING	K
P03023	lacI	38548.06158	9	9	13	10	NA	14	23	Transcription	Lactose operon repressor OS=Escherichia coli (strain K12) GN=lacI PE=1 SV=3	INFORMATION STORAGE AND PROCESSING	K
Q46864	mqsA	14675.5967	57	25	19	34	31	27	34	Transcription	Antitoxin MqsA OS=Escherichia coli (strain K12) GN=mqsA PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	K
P77245	murR	31154.3846	1	3	121	0	NA	2	5	Transcription	HTH-type transcriptional regulator murR OS=Escherichia coli (strain K12) GN=murR PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	K
P07026	sdiA	28081.09068	1	8	1	7	NA	9	8	Transcription	Regulatory protein SdiA OS=Escherichia coli (strain K12) GN=sdiA PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	K
P64616	yhcO	10771.36875	91	42	31	51	33	56	35	Transcription	Uncharacterized protein yhcO OS=Escherichia coli (strain K12) GN=yhcO PE=3 SV=1	INFORMATION STORAGE AND PROCESSING	K
P39334	bdcR	21469.82323	14	60	50	51	38	40	124	Transcription	Uncharacterized HTH-type transcriptional regulator yjgJ OS=Escherichia coli (strain K12) GN=yjgJ PE=4 SV=2	INFORMATION STORAGE AND PROCESSING	K
P0AEM4	flgM	10316.29653	34	11	18	47	36	50	16	Transcription	Negative regulator of flagellin synthesis OS=Escherichia coli (strain K12) GN=flgM PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	KNU
P0AD01	dcuR	27452.90703	12	4	5	5	3	8	1	Transcription	Transcriptional regulatory protein dcuR OS=Escherichia coli (strain K12) GN=dcuR PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	KT
P0AFT5	yehT	27364.42848	6	9	14	10	7	11	2	Transcription	Uncharacterized response regulatory protein yehT OS=Escherichia coli (strain K12) GN=yehT PE=3 SV=1	INFORMATION STORAGE AND PROCESSING	KT
P0AE39	ypdB	28684.6737	24	11	17	15	34	23	15	Transcription	Uncharacterized response regulatory protein ypdB OS=Escherichia coli (strain K12) GN=ypdB PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	KT
P0ACM9	yihL	26903.96131	0	0	1	0	NA	0	6	Transcription	Uncharacterized HTH-type transcriptional regulator yihL OS=Escherichia coli (strain K12) GN=yihL PE=4 SV=1	INFORMATION STORAGE AND PROCESSING	K
P0A9W0	ulaR	27566.3263	9	17	36	30	12	20	31	Transcription	HTH-type transcriptional regulator ulaR OS=Escherichia coli (strain K12) GN=ulaR PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	KG
P52598	ygbI	27399.26266	0	0	1	3	NA	2	2	Transcription	Uncharacterized HTH-type transcriptional regulator ygbI OS=Escherichia coli (strain K12) GN=ygbI PE=4 SV=2	INFORMATION STORAGE AND PROCESSING	KG
P75974	cohE	25060.52554	8	4	5	4	4	4	5	Transcription	Putative lambdoid prophage e14 repressor protein C2 OS=Escherichia coli (strain K12) GN=ymfK PE=4 SV=1	INFORMATION STORAGE AND PROCESSING	KT
Q46802	ygeV	66036.49819	0	2	2	1	0	2	0	Transcription	Uncharacterized sigma-54-dependent transcriptional regulator ygeV OS=Escherichia coli (strain K12) GN=ygeV PE=4 SV=1	INFORMATION STORAGE AND PROCESSING	KT
P0A6M4	dtd	15921.98499	4	5	6	6	4	2	7	Translation, ribosomal structure and biogenesis	D-tyrosyl-tRNA(Tyr) deacylase OS=Escherichia coli (strain K12) GN=dtd PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	J
P0AFW2	rmf	6485.25379	34	121	70	120	112	42	117	Translation, ribosomal structure and biogenesis	Ribosome modulation factor OS=Escherichia coli (strain K12) GN=rmf PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	J
P09155	rnd	42688.91983	3	9	5	8	3	1	2	Translation, ribosomal structure and biogenesis	Ribonuclease D OS=Escherichia coli (strain K12) GN=rnd PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	J
