bnumber	Description	Gene	Peptides.used.for.quantitation	Confidence.score	MW[Da]	Bnumber	Annotated functional COG groups (letter)	Annotated functional COG group (description)	Annotated functional COG class
b3733	ATP synthase gamma chain OS=Escherichia coli (strain K12) GN=atpG PE=1 SV=1	atpG	16	878.86	31539.27915	b3733	C	Energy production and conversion	METABOLISM
b3734	ATP synthase subunit alpha OS=Escherichia coli (strain K12) GN=atpA PE=1 SV=1	atpA	29	2800.06	55169.73662	b3734	C	Energy production and conversion	METABOLISM
b3735	ATP synthase subunit delta OS=Escherichia coli (strain K12) GN=atpH PE=1 SV=1	atpH	12	788.83	19301.95116	b3735	C	Energy production and conversion	METABOLISM
b3736	ATP synthase subunit b OS=Escherichia coli (strain K12) GN=atpF PE=1 SV=1	atpF	11	685.03	17235.289819999998	b3736	C	Energy production and conversion	METABOLISM
b3737	ATP synthase subunit c OS=Escherichia coli (strain K12) GN=atpE PE=1 SV=1	atpE	1	73.23	8232.38507	b3737	C	Energy production and conversion	METABOLISM
b3738	ATP synthase subunit a OS=Escherichia coli (strain K12) GN=atpB PE=1 SV=1	atpB	3	280.94	30265.357999999997	b3738	C	Energy production and conversion	METABOLISM
b3740	Ribosomal RNA small subunit methyltransferase G OS=Escherichia coli (strain K12) GN=rsmG PE=1 SV=1	rsmG	5	197.39	23398.358480000003	b3740	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3741	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG OS=Escherichia coli (strain K12) GN=mnmG PE=1 SV=1	mnmG	9	371.07	69459.73837	b3741	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
b3742	Protein mioC OS=Escherichia coli (strain K12) GN=mioC PE=1 SV=4	mioC	2	136.01	15779.90774	b3742	C	Energy production and conversion	METABOLISM
b3743	Regulatory protein AsnC OS=Escherichia coli (strain K12) GN=asnC PE=1 SV=1	asnC	3	216.33	16858.872330000002	b3743	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3744	Aspartate--ammonia ligase OS=Escherichia coli (strain K12) GN=asnA PE=1 SV=1	asnA	15	1013.7	36609.75524	b3744	E	Amino acid transport and metabolism	METABOLISM
b3746	ATPase ravA OS=Escherichia coli (strain K12) GN=ravA PE=1 SV=2	ravA	5	307.95	56335.57098	b3746	R	General function prediction only	POORLY CHARACTERIZED
b3748	D-ribose pyranase OS=Escherichia coli (strain K12) GN=rbsD PE=1 SV=3	rbsD	5	304.55	15264.795890000001	b3748	G	Carbohydrate transport and metabolism	METABOLISM
b3749	Ribose import ATP-binding protein RbsA OS=Escherichia coli (strain K12) GN=rbsA PE=1 SV=1	rbsA	9	508.33	54988.723770000004	b3749	G	Carbohydrate transport and metabolism	METABOLISM
b3750	Ribose transport system permease protein rbsC OS=Escherichia coli (strain K12) GN=rbsC PE=1 SV=1	rbsC	2	123.54	33412.39622	b3750	G	Carbohydrate transport and metabolism	METABOLISM
b3751	D-ribose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=rbsB PE=1 SV=1	rbsB	19	1150.81	30913.36533	b3751	G	Carbohydrate transport and metabolism	METABOLISM
b3752	Ribokinase OS=Escherichia coli (strain K12) GN=rbsK PE=1 SV=1	rbsK	8	448.01	32252.84507	b3752	G	Carbohydrate transport and metabolism	METABOLISM
b3755	Uncharacterized HTH-type transcriptional regulator yieP OS=Escherichia coli (strain K12) GN=yieP PE=4 SV=3	yieP	2	154.1	26041.25646	b3755	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3764	UPF0438 protein yifE OS=Escherichia coli (strain K12) GN=yifE PE=1 SV=2	yifE	11	660.67	13107.43367	b3764	S	Function unknown	POORLY CHARACTERIZED
b3770	Branched-chain-amino-acid aminotransferase OS=Escherichia coli (strain K12) GN=ilvE PE=1 SV=2	ilvE	8	684.89	34054.10848	b3770	EH	Amino acid transport and metabolism	METABOLISM
b3771	Dihydroxy-acid dehydratase OS=Escherichia coli (strain K12) GN=ilvD PE=1 SV=5	ilvD	24	1475.31	65471.83229	b3771	EG	Amino acid transport and metabolism	METABOLISM
b3772	Threonine dehydratase biosynthetic OS=Escherichia coli (strain K12) GN=ilvA PE=1 SV=1	ilvA	15	722.58	56141.72101	b3772	E	Amino acid transport and metabolism	METABOLISM
b3773	HTH-type transcriptional regulator ilvY OS=Escherichia coli (strain K12) GN=ilvY PE=4 SV=1	ilvY	1	86.0	33165.28966	b3773	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3774	Ketol-acid reductoisomerase OS=Escherichia coli (strain K12) GN=ilvC PE=1 SV=4	ilvC	52	2706.42	54016.26705	b3774	EH	Amino acid transport and metabolism	METABOLISM
b3775	Peptidyl-prolyl cis-trans isomerase C OS=Escherichia coli (strain K12) GN=ppiC PE=1 SV=2	ppiC	5	189.55	10207.4459	b3775	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b3778	ATP-dependent DNA helicase rep OS=Escherichia coli (strain K12) GN=rep PE=1 SV=3	rep	3	79.31	76957.57569	b3778	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b3779	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase OS=Escherichia coli (strain K12) GN=gppA PE=1 SV=3	gppA	4	189.93	54818.60416		-		
b3780	ATP-dependent RNA helicase rhlB OS=Escherichia coli (strain K12) GN=rhlB PE=1 SV=2	rhlB	18	1043.46	47078.44805	b3780	LKJ	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b3781	Thioredoxin-1 OS=Escherichia coli (strain K12) GN=trxA PE=1 SV=2	trxA	6	363.89	11781.10045	b3781	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b3783	Transcription termination factor Rho OS=Escherichia coli (strain K12) GN=rho PE=1 SV=1	rho	28	2097.93	46956.590130000004	b3783	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3784	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase OS=Escherichia coli (strain K12) GN=wecA PE=1 SV=1	wecA	1	37.97	40912.093839999994		-		
b3785	Lipopolysaccharide biosynthesis protein wzzE OS=Escherichia coli (strain K12) GN=wzzE PE=1 SV=2	wzzE	5	340.45	39445.943060000005	b3785	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3786	UDP-N-acetylglucosamine 2-epimerase OS=Escherichia coli (strain K12) GN=wecB PE=1 SV=2	wecB	7	336.34	42199.906689999996		-		
b3787	UDP-N-acetyl-D-mannosamine dehydrogenase OS=Escherichia coli (strain K12) GN=wecC PE=3 SV=4	wecC	5	214.83	45791.59224		-		
b3788	dTDP-glucose 4,6-dehydratase 2 OS=Escherichia coli (strain K12) GN=rffG PE=1 SV=3	rffG	5	332.15	39710.89535	b3788	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3789	Glucose-1-phosphate thymidylyltransferase 2 OS=Escherichia coli (strain K12) GN=rmlA2 PE=1 SV=1	rmlA	1	130.69	32695.83335		-		
b3790	Lipopolysaccharide biosynthesis protein RffC OS=Escherichia coli (strain K12) GN=rffC PE=4 SV=3	rffC	3	216.44	24187.41565	b3790	-		
b3791	Lipopolysaccharide biosynthesis protein rffA OS=Escherichia coli (strain K12) GN=rffA PE=3 SV=2	rffA	3	127.68	41856.10135	b3791	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3794	Probable UDP-N-acetyl-D-mannosaminuronic acid transferase OS=Escherichia coli (strain K12) GN=wecG PE=3 SV=2	wecG	2	99.73	27892.600860000002		-		
b3795	Probable transport protein YifK OS=Escherichia coli (strain K12) GN=yifK PE=1 SV=4	yifK	1	84.29	50347.6544	b3795	E	Amino acid transport and metabolism	METABOLISM
b3802	Protein hemY OS=Escherichia coli (strain K12) GN=hemY PE=1 SV=1	hemY	10	435.37	45198.8272	b3802	H	Coenzyme transport and metabolism	METABOLISM
b3803	Putative uroporphyrinogen-III C-methyltransferase OS=Escherichia coli (strain K12) GN=hemX PE=1 SV=1	hemX	12	695.25	42918.90191	b3803	H	Coenzyme transport and metabolism	METABOLISM
b3804	Uroporphyrinogen-III synthase OS=Escherichia coli (strain K12) GN=hemD PE=3 SV=1	hemD	1	49.13	27762.46373	b3804	H	Coenzyme transport and metabolism	METABOLISM
b3805	Porphobilinogen deaminase OS=Escherichia coli (strain K12) GN=hemC PE=1 SV=2	hemC	10	517.65	33812.80201	b3805	H	Coenzyme transport and metabolism	METABOLISM
b3806	Adenylate cyclase OS=Escherichia coli (strain K12) GN=cyaA PE=3 SV=5	cyaA	1	78.88	97506.18956	b3806	F	Nucleotide transport and metabolism	METABOLISM
b3807	Protein CyaY OS=Escherichia coli (strain K12) GN=cyaY PE=1 SV=1	cyaY	2	107.66	12205.802590000001	b3807	P	Inorganic ion transport and metabolism	METABOLISM
b3809	Diaminopimelate epimerase OS=Escherichia coli (strain K12) GN=dapF PE=3 SV=1	dapF	4	123.99	30171.18908	b3809	E	Amino acid transport and metabolism	METABOLISM
b3810	Uncharacterized protein yigA OS=Escherichia coli (strain K12) GN=yigA PE=4 SV=1	yigA	1	52.31	26693.896819999998	b3810	S	Function unknown	POORLY CHARACTERIZED
b3811	Tyrosine recombinase xerC OS=Escherichia coli (strain K12) GN=xerC PE=1 SV=1	xerC	1	56.17	33828.699889999996	b3811	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b3812	Uncharacterized protein yigB OS=Escherichia coli (strain K12) GN=yigB PE=4 SV=1	yigB	7	411.12	27086.85052	b3812	R	General function prediction only	POORLY CHARACTERIZED
b3813	DNA helicase II OS=Escherichia coli (strain K12) GN=uvrD PE=1 SV=1	uvrD	4	217.92	81920.30694	b3813	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b3816	Magnesium transport protein CorA OS=Escherichia coli (strain K12) GN=corA PE=1 SV=1	corA	7	479.64	36548.544989999995	b3816	P	Inorganic ion transport and metabolism	METABOLISM
b3820	Uncharacterized protein yigI OS=Escherichia coli (strain K12) GN=yigI PE=4 SV=1	yigI	4	139.2	17133.75136	b3820	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
b3821	Phospholipase A1 OS=Escherichia coli (strain K12) GN=pldA PE=1 SV=1	pldA	3	128.59	33124.18765	b3821	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3826	Uncharacterized protein YigL OS=Escherichia coli (strain K12) GN=yigL PE=3 SV=4	yigL	6	275.86	29670.75492	b3826	R	General function prediction only	POORLY CHARACTERIZED
b3828	HTH-type transcriptional regulator metR OS=Escherichia coli (strain K12) GN=metR PE=4 SV=1	metR	2	91.34	35588.55525	b3828	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3829	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Escherichia coli (strain K12) GN=metE PE=1 SV=6	metE	56	4067.16	84602.80905	b3829	E	Amino acid transport and metabolism	METABOLISM
b3830	Putative carboxymethylenebutenolidase OS=Escherichia coli (strain K12) GN=ysgA PE=3 SV=3	ysgA	8	468.94	29388.78696	b3830	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
b3831	Uridine phosphorylase OS=Escherichia coli (strain K12) GN=udp PE=1 SV=3	udp	16	1312.76	27123.83212	b3831	F	Nucleotide transport and metabolism	METABOLISM
b3832	DNA recombination protein rmuC OS=Escherichia coli (strain K12) GN=rmuC PE=1 SV=1	rmuC	1	65.89	54712.722129999995	b3832	S	Function unknown	POORLY CHARACTERIZED
b3833	Ubiquinone/menaquinone biosynthesis methyltransferase ubiE OS=Escherichia coli (strain K12) GN=ubiE PE=1 SV=1	ubiE	15	1039.44	28037.26502	b3833	H	Coenzyme transport and metabolism	METABOLISM
b3834	Uncharacterized protein yigP OS=Escherichia coli (strain K12) GN=yigP PE=1 SV=1	yigP	3	249.12	22120.7998	b3834	S	Function unknown	POORLY CHARACTERIZED
b3835	Probable ubiquinone biosynthesis protein UbiB OS=Escherichia coli (strain K12) GN=ubiB PE=1 SV=1	ubiB	2	87.28	63144.4162	b3835	R	General function prediction only	POORLY CHARACTERIZED
b3836	Sec-independent protein translocase protein tatA OS=Escherichia coli (strain K12) GN=tatA PE=1 SV=1	tatA	6	388.32	9640.02352	b3836	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
b3838	Sec-independent protein translocase protein tatB OS=Escherichia coli (strain K12) GN=tatB PE=1 SV=1	tatB	8	385.36	18391.552040000002	b3838	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
b3839	Sec-independent protein translocase protein tatC OS=Escherichia coli (strain K12) GN=tatC PE=1 SV=2	tatC	3	161.59	28839.23798	b3839	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
b3842	Transcriptional activator rfaH OS=Escherichia coli (strain K12) GN=rfaH PE=1 SV=1	rfaH	1	25.49	18310.62435	b3842	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3843	3-octaprenyl-4-hydroxybenzoate carboxy-lyase OS=Escherichia coli (strain K12) GN=ubiD PE=1 SV=1	ubiD	11	562.56	55550.30277	b3843	H	Coenzyme transport and metabolism	METABOLISM
b3844	NAD(P)H-flavin reductase OS=Escherichia coli (strain K12) GN=fre PE=1 SV=2	fre	9	687.25	26207.32303	b3844	HC	Coenzyme transport and metabolism	METABOLISM
b3845	3-ketoacyl-CoA thiolase OS=Escherichia coli (strain K12) GN=fadA PE=1 SV=3	fadA	10	924.33	40831.62496	b3845	I	Lipid transport and metabolism	METABOLISM
b3846	Fatty acid oxidation complex subunit alpha OS=Escherichia coli (strain K12) GN=fadB PE=1 SV=2	fadB	25	1449.92	79525.42988	b3846	I	Lipid transport and metabolism	METABOLISM
b3847	Xaa-Pro dipeptidase OS=Escherichia coli (strain K12) GN=pepQ PE=1 SV=2	pepQ	17	1425.59	50126.326460000004	b3847	E	Amino acid transport and metabolism	METABOLISM
b3848	IMPACT family member yigZ OS=Escherichia coli (strain K12) GN=yigZ PE=1 SV=2	yigZ	5	222.23	21725.16451	b3848	S	Function unknown	POORLY CHARACTERIZED
b3850	Protoporphyrinogen IX dehydrogenase [menaquinone] OS=Escherichia coli (strain K12) GN=hemG PE=1 SV=1	hemG	5	283.55	21194.86359	b3850	CH	Energy production and conversion	METABOLISM
b3856	Molybdopterin-guanine dinucleotide biosynthesis protein B OS=Escherichia coli (strain K12) GN=mobB PE=1 SV=3	mobB	1	32.77	19333.103769999998	b3856	H	Coenzyme transport and metabolism	METABOLISM
b3857	Molybdopterin-guanine dinucleotide biosynthesis protein A OS=Escherichia coli (strain K12) GN=mobA PE=1 SV=1	mobA	1	31.87	21610.99557	b3857	H	Coenzyme transport and metabolism	METABOLISM
b3858	Protein yihD OS=Escherichia coli (strain K12) GN=yihD PE=1 SV=1	yihD	6	279.39	10248.426	b3858	S	Function unknown	POORLY CHARACTERIZED
b3859	Protein rdoA OS=Escherichia coli (strain K12) GN=rdoA PE=1 SV=1	rdoA	2	60.06	38078.10676	b3859	R	General function prediction only	POORLY CHARACTERIZED
b3860	Thiol:disulfide interchange protein DsbA OS=Escherichia coli (strain K12) GN=dsbA PE=1 SV=1	dsbA	10	518.39	23071.69653	b3860	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b3863	DNA polymerase I OS=Escherichia coli (strain K12) GN=polA PE=1 SV=1	polA	31	2183.47	103035.5166	b3863	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b3865	Probable GTP-binding protein engB OS=Escherichia coli (strain K12) GN=engB PE=1 SV=1	engB	6	364.97	23528.17928		-		
b3866	Der GTPase-activating protein YihI OS=Escherichia coli (strain K12) GN=yihI PE=1 SV=1	yihI	9	722.88	19029.67039	b3866	S	Function unknown	POORLY CHARACTERIZED
b3867	Oxygen-independent coproporphyrinogen-III oxidase OS=Escherichia coli (strain K12) GN=hemN PE=1 SV=4	hemN	5	349.43	52677.67322	b3867	H	Coenzyme transport and metabolism	METABOLISM
b3868	Nitrogen regulation protein NR(I) OS=Escherichia coli (strain K12) GN=glnG PE=3 SV=1	glnG	7	427.29	52204.25517	b3868	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b3869	Nitrogen regulation protein NR(II) OS=Escherichia coli (strain K12) GN=glnL PE=1 SV=1	glnL	5	227.09	38514.268710000004	b3869	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b3870	Glutamine synthetase OS=Escherichia coli (strain K12) GN=glnA PE=1 SV=2	glnA	30	1686.3	51852.71686	b3870	E	Amino acid transport and metabolism	METABOLISM
b3871	GTP-binding protein typA/BipA OS=Escherichia coli (strain K12) GN=typA PE=1 SV=2	typA	26	1734.85	67295.47013999999	b3871	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b3872	Uncharacterized HTH-type transcriptional regulator yihL OS=Escherichia coli (strain K12) GN=yihL PE=4 SV=1	yihL	1	56.84	26903.961310000002	b3872	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3873	Uncharacterized protein yihM OS=Escherichia coli (strain K12) GN=yihM PE=4 SV=1	yihM	3	79.06	36900.77213	b3873	G	Carbohydrate transport and metabolism	METABOLISM
b3881	Uncharacterized aldolase yihT OS=Escherichia coli (strain K12) GN=yihT PE=3 SV=1	yihT	4	146.25	31944.38205	b3881	G	Carbohydrate transport and metabolism	METABOLISM
b3882	Uncharacterized oxidoreductase yihU OS=Escherichia coli (strain K12) GN=yihU PE=3 SV=1	yihU	2	72.66	31119.966010000004	b3882	I	Lipid transport and metabolism	METABOLISM
b3884	Uncharacterized HTH-type transcriptional regulator yihW OS=Escherichia coli (strain K12) GN=yihW PE=4 SV=2	yihW	4	148.82	28471.681819999998	b3884	KG	Transcription	INFORMATION STORAGE AND PROCESSING
b3885	Phosphatase yihX OS=Escherichia coli (strain K12) GN=yihX PE=1 SV=1	yihX	5	334.88	22699.374369999998	b3885	R	General function prediction only	POORLY CHARACTERIZED
b3887	D-tyrosyl-tRNA(Tyr) deacylase OS=Escherichia coli (strain K12) GN=dtd PE=1 SV=1	dtd	1	50.41	15921.98499	b3887	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b3888	Uncharacterized protein yiiD OS=Escherichia coli (strain K12) GN=yiiD PE=4 SV=1	yiiD	7	400.26	37052.70236	b3888	E	Amino acid transport and metabolism	METABOLISM
b3891	Protein FdhE OS=Escherichia coli (strain K12) GN=fdhE PE=3 SV=2	fdhE	11	856.45	34706.336489999994	b3891	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b3892	Formate dehydrogenase, cytochrome b556(fdo) subunit OS=Escherichia coli (strain K12) GN=fdoI PE=1 SV=1	fdoI	2	42.98	24572.12915	b3892	C	Energy production and conversion	METABOLISM
b3893	Formate dehydrogenase-O iron-sulfur subunit OS=Escherichia coli (strain K12) GN=fdoH PE=1 SV=1	fdoH	6	280.88	33060.8989	b3893	C	Energy production and conversion	METABOLISM
b3894	Formate dehydrogenase-O major subunit OS=Escherichia coli (strain K12) GN=fdoG PE=1 SV=5	fdoG	16	1159.21	112549.0	b3894	C	Energy production and conversion	METABOLISM
b3895	Protein FdhD OS=Escherichia coli (strain K12) GN=fdhD PE=3 SV=1	fdhD	1	25.79	30522.510580000002	b3895	C	Energy production and conversion	METABOLISM
b3908	Superoxide dismutase [Mn] OS=Escherichia coli (strain K12) GN=sodA PE=1 SV=2	sodA	13	839.37	23064.63928	b3908	P	Inorganic ion transport and metabolism	METABOLISM
b3910	Protein yiiM OS=Escherichia coli (strain K12) GN=yiiM PE=1 SV=2	yiiM	5	333.07	25308.676359999998	b3910	S	Function unknown	POORLY CHARACTERIZED
b3911	Sensor protein CpxA OS=Escherichia coli (strain K12) GN=cpxA PE=1 SV=1	cpxA	4	235.68	51573.93701	b3911	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b3912	Transcriptional regulatory protein CpxR OS=Escherichia coli (strain K12) GN=cpxR PE=1 SV=1	cpxR	7	461.2	26277.7507	b3912	TK	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b3916	6-phosphofructokinase isozyme 1 OS=Escherichia coli (strain K12) GN=pfkA PE=1 SV=1	pfkA	19	800.26	34801.686219999996	b3916	G	Carbohydrate transport and metabolism	METABOLISM
b3917	Sulfate-binding protein OS=Escherichia coli (strain K12) GN=sbp PE=1 SV=1	sbp	9	550.0	36618.84053	b3917	P	Inorganic ion transport and metabolism	METABOLISM
b3919	Triosephosphate isomerase OS=Escherichia coli (strain K12) GN=tpiA PE=1 SV=1	tpiA	18	1387.03	26936.80958	b3919	G	Carbohydrate transport and metabolism	METABOLISM
b3920	Uncharacterized protein yiiQ OS=Escherichia coli (strain K12) GN=yiiQ PE=4 SV=1	yiiQ	1	27.29	21731.32189	b3920	-		
b3922	UPF0381 protein yiiS OS=Escherichia coli (strain K12) GN=yiiS PE=1 SV=1	yiiS	3	198.41	10751.22245	b3922	S	Function unknown	POORLY CHARACTERIZED
b3923	Universal stress protein D OS=Escherichia coli (strain K12) GN=uspD PE=2 SV=1	uspD	5	275.01	16264.49707	b3923	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b3924	Ferredoxin--NADP reductase OS=Escherichia coli (strain K12) GN=fpr PE=1 SV=4	fpr	5	195.94	27715.307119999998	b3924	C	Energy production and conversion	METABOLISM
b3925	Fructose-1,6-bisphosphatase 1 class 2 OS=Escherichia coli (strain K12) GN=glpX PE=1 SV=1	glpX	6	329.32	35811.62041	b3925	G	Carbohydrate transport and metabolism	METABOLISM
b3926	Glycerol kinase OS=Escherichia coli (strain K12) GN=glpK PE=1 SV=2	glpK	35	2432.72	56177.25025	b3926	C	Energy production and conversion	METABOLISM
b3927	Glycerol uptake facilitator protein OS=Escherichia coli (strain K12) GN=glpF PE=1 SV=1	glpF	4	165.43	29742.551089999997	b3927	G	Carbohydrate transport and metabolism	METABOLISM
